# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0011332330356972,4.807469785879743,-0.0746912140652176,0,3.0,-0.2024192465763082,0.0,0.0,0.0
 0.09003382783295612,2.013292357935507,4.807453935143041,-0.0746912140652176,0.27010148349886837,3.0,-0.2024192465763082,0.0,-3.747581360021652,0.0
 0.12815274786065117,2.0257678229551206,4.807406567122111,-0.21754496822516364,0.3844582435819536,3.000000000000001,-0.18600523341837127,0.0,-4.517604661782238,0.0
 0.15795331036832555,2.0385567635748174,4.807327958100716,-0.35217212833356637,0.4738599311049767,3.0,-0.1713406133050477,0.0,-4.968877927261823,0.0
 0.18352816741469058,2.051656315274876,4.807218384362616,-0.4792504710041261,0.5505845022440718,3.000000000000002,-0.15819709643874513,0.0,-5.241245595078322,0.0
 0.20644920969876487,2.0650636135355747,4.807078122191576,-0.5993852829101345,0.6193476290962947,2.9999999999999987,-0.14638129550960455,0.0,-5.398762249722929,0.0
 0.227515796847289,2.0787757938371914,4.806907447871356,-0.7131187783380848,0.6825473905418671,2.9999999999999987,-0.13572865196519374,0.0,-5.477816422862206,0.0
 0.24719869630382937,2.0927899916600046,4.80670663768572,-0.8209380882306672,0.7415960889114881,2.9999999999999956,-0.12609854081081973,0.0,-5.501406668991645,0.0
 0.2658019345155038,2.107103342484294,4.806475967918431,-0.9232820669932131,0.7974058035465114,2.9999999999999956,-0.11737030238181831,0.0,-5.485021138371909,0.0
 0.28353478300124185,2.121712981790337,4.806215714853248,-1.0205471157810326,0.8506043490037254,2.999999999999997,-0.10944000946364149,0.0,-5.439532700272326,0.0
 0.3005482055329241,2.1366160450584126,4.805926154773936,-1.1130921839856682,0.9016446165987722,3.0,-0.102217818050583,0.0,-5.37279764747236,0.0
 0.3169550949661736,2.151809667768799,4.805607563964258,-1.2012430809349701,0.9508652848985206,3.0000000000000036,-0.09562578832765609,0.0,-5.290611815166147,0.0
 0.3328423170925247,2.1672909854017743,4.805260218707973,-1.2852962060268125,0.9985269512775741,3.0000000000000036,-0.08959608148949905,0.0,-5.197316787620352,0.0
 0.34827827838375647,2.183057133437618,4.8048843952888465,-1.3655217867787892,1.0448348351512693,2.9999999999999964,-0.08406946313262612,0.0,-5.096201648056389,0.0
 0.36331789363159217,2.199105247356608,4.80448036999064,-1.4421666987909434,1.0899536808947763,2.9999999999999925,-0.07899405443375779,0.0,-4.9897785720007874,0.0
 0.3780059663139509,2.2154324626390225,4.804048419097115,-1.5154569291253672,1.1340178989418523,2.9999999999999925,-0.0743242864734259,0.0,-4.879977154640402,0.0
 0.3923795593204429,2.2320359147651403,4.803588818892035,-1.585599734627147,1.1771386779613284,3.0000000000000075,-0.07002002125633762,0.0,-4.76828451919297,0.0
 0.4064697008344547,2.24891273921524,4.803101845659161,-1.6527855382816479,1.219409102503364,3.000000000000004,-0.06604581011348697,0.0,-4.6558482093061695,0.0
 0.4203026392745522,2.2660600714696,4.802587775682257,-1.7171895999474183,1.2609079178236564,3.0,-0.06237026542502187,0.0,-4.543552914976476,0.0
 0.43390078445341324,2.2834750470084986,4.802046885245083,-1.7789734921131055,1.3017023533602394,2.999999999999992,-0.05896552676850803,0.0,-4.432078433019107,0.0
 0.4472834254603628,2.3011548013122143,4.801479450631404,-1.838286406696844,1.3418502763810882,3.000000000000004,-0.05580680649013345,0.0,-4.321943939126167,0.0
 0.4604672865083727,2.3190964698610257,4.800885748124982,-1.895266315047572,1.3814018595251178,2.999999999999996,-0.05287200032955235,0.0,-4.213542118931923,0.0
 0.473466963114049,2.3372971881352114,4.800266054009577,-1.950040999958083,1.4204008893421467,2.9999999999999956,-0.0501413538583182,0.0,-4.107165700109009,0.0
 0.48629526850750593,2.35575409161505,4.799620644568952,-2.0027289758606126,1.4588858055225176,3.0000000000000084,-0.04759717534360611,0.0,-4.003028226161572,0.0
 0.4989635117454238,2.374464315780819,4.798949796086871,-2.0534403111178783,1.4968905352362711,2.9999999999999956,-0.04522358815766746,0.0,-3.9012804164659993,0.0
 0.5114817231985325,2.393424996112798,4.798253784847095,-2.1022773643090717,1.5344451695955972,3.0000000000000044,-0.04300631691402803,0.0,-3.8020231183516353,0.0
 0.5238588390170231,2.412633268091265,4.7975328871333875,-2.1493354447894886,1.5715765170510692,3.0,-0.0409325011010958,0.0,-3.705317614464083,0.0
 0.5361028532794134,2.432086267196499,4.796787379229509,-2.194703406507673,1.60830855983824,3.0,-0.03899053431966345,0.0,-3.6111938475415686,0.0
 0.5482209444352842,2.451781128908778,4.796017537419224,-2.2384641827337015,1.6446628333058524,2.9999999999999907,-0.03716992279243249,0.0,-3.5196570181364595,0.0
 0.560219581117223,2.4717149887083805,4.795223637986293,-2.280695268539357,1.6806587433516689,3.0000000000000093,-0.03546116306635672,0.0,-3.4306928765662303,0.0
 0.5721046112585746,2.491884982075584,4.794405957214479,-2.3214691567830665,1.7163138337757233,2.9999999999999813,-0.0338556342859407,0.0,-3.344271987489233,0.0
 0.5838813375992445,2.5122882444906693,4.793564771387545,-2.3608537327884958,1.7516440127977333,3.0000000000000093,-0.03234550336433864,0.0,-3.2603531722279055,0.0
 0.595554582013992,2.532921911433913,4.792700356789252,-2.3989126322463092,1.7866637460419759,3.0000000000000093,-0.030923641980131072,0.0,-3.178886277638934,0.0
